observation_year,policy_id,age,term,currency_gbp,currency_non_gbp,equity,property,bonds,cash,sum_assured,premium,weight,gender,smoker_status,product_type,issue_year,distribution_channel,region,policy_status,event_type,exit_year,payment_method,annual_income_band,policy_duration,missed_payments_last_12m,customer_tenure,fund_value
2026,POL000932,60,28,220986.3456550867,5378.654344913288,19968.99327073181,11367.692180717191,145700.60016376412,49327.71438478687,226365,4583.91,1.0,Female,Non-Smoker,Term,2002,IFA,Scotland,ACTIVE,,,Bank Transfer,20k-40k,25,0,25,0.0
2026,POL000933,71,36,224843.03824381603,9787.96175618397,47599.321611424864,21384.471779874948,103480.81342376473,62166.393184935485,234631,7824.97,1.0,Female,Non-Smoker,Whole Life,1997,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,30,0,30,60040.8
2026,POL000934,77,38,286044.16890589707,47548.831094102934,82395.86577760692,1389.7522392034202,236394.27783216172,13413.104151027947,333593,11061.17,1.0,Male,Smoker,Whole Life,2004,IFA,North,ACTIVE,,,Direct Debit,60k-100k,23,0,23,117901.17
2026,POL000938,47,29,127212.81025915951,3560.189740840491,31433.930995828345,605.1796763205043,96473.13766675277,2260.7516610983876,130773,4068.37,1.0,Female,Non-Smoker,Endowment,2001,IFA,North,ACTIVE,,,Direct Debit,20k-40k,26,1,26,35543.63
2026,POL000939,60,34,276169.15074910107,14817.84925089893,119693.62636923215,1925.166552136225,164022.88581407987,5345.321264551778,290987,7984.05,1.0,Female,Non-Smoker,Term,2003,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,24,0,24,0.0
2026,POL000942,72,28,449853.3899370219,10871.610062978114,138513.93199710242,3809.0316670781644,219934.77928356477,98467.25705225463,460725,14091.58,1.0,Female,Non-Smoker,Endowment,2011,Aggregator,Midlands,ACTIVE,,,Bank Transfer,40k-60k,16,0,16,170157.79
2026,POL000948,71,21,794954.5229995949,15164.47700040508,66796.7890495089,24140.713406678307,688239.606933296,30941.890610516886,810119,28086.8,1.0,Female,Non-Smoker,Term,2010,Aggregator,Midlands,ACTIVE,,,Direct Debit,60k-100k,17,0,17,0.0
2026,POL000949,84,39,177894.95885293363,85078.04114706637,31567.75604293306,1015.866084056655,217118.25955830512,13271.118314705178,262973,6703.32,1.0,Male,Non-Smoker,Term,2005,Direct,Midlands,ACTIVE,,,Bank Transfer,20k-40k,22,1,22,0.0
2026,POL000950,74,33,160763.24925183805,4481.750748161954,52791.637142018706,4348.024395100296,101923.02777258788,6182.310690293118,165245,4997.35,1.0,Female,Non-Smoker,Whole Life,1996,Direct,Wales,ACTIVE,,,Direct Debit,20k-40k,31,1,31,54465.58
2026,POL000951,73,27,102978.64055523257,10018.359444767426,40220.168738926455,3247.846424795031,68299.33654894057,1229.6482873379427,112997,2334.37,1.0,Male,Smoker,Term,2004,Aggregator,Scotland,ACTIVE,,,Direct Debit,20k-40k,23,0,23,0.0
2026,POL000953,52,26,301390.1709416676,12773.829058332427,11034.11278120668,40374.679205686574,261674.15124999196,1081.056763114815,314164,5455.1,1.0,Female,Non-Smoker,Term,2005,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,22,1,22,0.0
2026,POL000955,54,27,815494.1004190427,19445.89958095725,180378.5441926202,116646.83071830442,462612.3627705526,75302.26231852284,834940,24931.62,1.0,Female,Non-Smoker,Term,2002,IFA,South,ACTIVE,,,Direct Debit,60k-100k,25,0,25,0.0
2026,POL000957,60,35,344979.1662380715,49433.83376192849,98933.94711894859,7781.107648249827,276958.97419675393,10738.971036047675,394413,6773.71,1.0,Female,Non-Smoker,Term,2013,Direct,Wales,ACTIVE,,,Direct Debit,40k-60k,14,0,14,0.0
2026,POL000958,50,31,159639.52331521924,29203.476684780762,10733.442939589095,21907.013796874988,153079.23521326476,3123.3080502711528,188843,5594.37,1.0,Female,Non-Smoker,Endowment,1997,Direct,Midlands,ACTIVE,,,Direct Debit,20k-40k,30,1,30,49573.76
2026,POL000959,54,31,200097.9639428168,10911.036057183199,36812.565505170125,41237.36944651854,118761.46086851116,14197.604179800182,211009,5458.1,1.0,Male,Smoker,Whole Life,2008,Aggregator,London,ACTIVE,,,Direct Debit,40k-60k,19,0,19,52280.97
2026,POL000962,62,21,250984.61314718658,37071.38685281342,56609.95650338869,718.7390681830468,222407.69588947666,8319.60853895158,288056,10339.96,1.0,Female,Smoker,Whole Life,2012,Aggregator,Wales,ACTIVE,,,Direct Debit,40k-60k,15,0,15,92416.97
2026,POL000964,85,28,720166.2295175388,73920.7704824612,124358.04115739926,22647.582679129846,554128.928195929,92952.44796754175,794087,21194.95,1.0,Male,Non-Smoker,Endowment,2001,Direct,Midlands,ACTIVE,,,Direct Debit,60k-100k,26,0,26,178297.12
2026,POL000971,84,32,247404.59294685503,12617.407053144969,30643.554782353607,9630.73749949947,190776.11537489074,28971.592343256198,260022,5154.47,1.0,Female,Non-Smoker,Term,2008,IFA,Scotland,ACTIVE,,,Credit Card,20k-40k,19,0,19,0.0
2026,POL000976,88,36,375222.48257596325,42000.51742403675,55824.65264995539,6687.34220291991,293133.2826549102,61577.72249221458,417223,13574.01,1.0,Female,Smoker,Term,1994,Direct,Midlands,ACTIVE,,,Direct Debit,40k-60k,33,0,33,0.0
2026,POL000977,74,38,457806.9338372609,17563.066162739124,104461.92059487781,10638.358775336741,348758.9194101856,11510.801219599845,475370,15792.78,1.0,Female,Non-Smoker,Endowment,1993,Direct,London,ACTIVE,,,Direct Debit,40k-60k,34,0,34,249141.19
2026,POL000979,85,36,215406.01164040668,11703.98835959332,38208.5156178912,15879.522462543267,172622.72691978404,399.23499978147447,227110,8784.81,1.0,Male,Non-Smoker,Term,2003,Direct,London,ACTIVE,,,Credit Card,20k-40k,24,0,24,0.0
2026,POL001001,67,14,232544.1174597029,17374.882540297112,70587.99567783086,10991.731981478324,165217.69225010613,3121.580090584699,249919,7969.3,1.0,Male,Non-Smoker,Term,2016,Direct,North,ACTIVE,,,Direct Debit,40k-60k,11,1,11,0.0
2026,POL001004,78,32,376633.26808714785,25600.73191285215,49120.43690569668,22256.79178165501,167789.9042814846,163066.8670311637,402234,7725.34,1.0,Female,Non-Smoker,Endowment,2009,IFA,Midlands,ACTIVE,,,Direct Debit,40k-60k,18,0,18,73271.7
2026,POL001006,63,36,91838.20803477269,30545.791965227312,10063.965028169723,26236.400518548904,32075.97501000324,54007.65944327813,122384,1938.18,1.0,Female,Non-Smoker,Term,2011,IFA,South,ACTIVE,,,Direct Debit,<20k,16,0,16,0.0
2026,POL001012,88,38,311483.47740200657,24959.522597993433,81810.12921191828,6591.619651234214,247325.60989202047,715.6412448270421,336443,11665.27,1.0,Male,Non-Smoker,Term,2000,Direct,London,ACTIVE,,,Direct Debit,40k-60k,27,0,27,0.0
2026,POL001020,48,26,64632.23484741362,14110.765152586377,18313.312984131535,4136.599818782651,52225.39844503521,4067.688752050606,78743,2207.96,1.0,Female,Non-Smoker,Term,2013,IFA,South,ACTIVE,,,Direct Debit,20k-40k,14,0,14,0.0
2026,POL001024,73,39,218708.41935656854,14542.580643431458,16689.898023887974,43406.351837515205,120095.17757790067,53059.572560696135,233251,9264.13,1.0,Male,Non-Smoker,Endowment,1996,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,31,0,31,84748.84
2026,POL001029,52,28,775781.4271490807,70338.57285091933,255224.54197097398,87162.40347270083,414737.306147373,88995.7484089522,846120,32733.77,1.0,Female,Non-Smoker,Whole Life,2013,IFA,Wales,ACTIVE,,,Direct Debit,60k-100k,14,0,14,360598.0
2026,POL001030,67,33,282272.0597299882,46297.94027001178,99240.64427968812,9823.08019668754,172954.71958508968,46551.55593853464,328570,8096.95,1.0,Female,Non-Smoker,Endowment,2013,IFA,North,ACTIVE,,,Direct Debit,40k-60k,14,0,14,87139.25
2026,POL001035,50,35,183637.47653713974,6470.523462860263,38404.5973844297,17109.286555182713,125362.29988454281,9231.816175844768,190108,5895.83,1.0,Female,Non-Smoker,Term,2004,Aggregator,Scotland,ACTIVE,,,Bank Transfer,40k-60k,23,0,23,0.0
2026,POL001040,66,32,108770.35441446216,6179.645585537844,7511.048549946633,6948.097716679104,80233.32943865287,20257.5242947214,114950,3065.31,1.0,Female,Non-Smoker,Term,1999,Direct,North,ACTIVE,,,Direct Debit,20k-40k,28,0,28,0.0
2026,POL001041,35,20,239069.5855759742,14912.414424025803,49040.989210898115,11699.501587430424,188567.64504754313,4673.864154128329,253982,7806.39,1.0,Male,Smoker,Term,2013,Direct,London,ACTIVE,,,Bank Transfer,20k-40k,14,0,14,0.0
2026,POL001044,81,37,91101.07932305298,1087.9206769470184,10498.727748291589,5627.263364988532,74453.4190472118,1609.589839508073,92189,2464.5,1.0,Female,Non-Smoker,Term,2004,IFA,London,ACTIVE,,,Direct Debit,20k-40k,23,0,23,0.0
2026,POL001045,70,28,231206.5600741654,12975.439925834595,24443.190434089425,23057.319090907877,174478.95724943496,22202.53322556775,244182,8716.32,1.0,Female,Non-Smoker,Term,2011,IFA,South,ACTIVE,,,Direct Debit,40k-60k,16,0,16,0.0
2026,POL001050,83,38,431553.23959961045,17706.760400389554,98459.86008792355,29277.76649507384,303033.64258771844,18488.730829284177,449260,13637.36,1.0,Male,Non-Smoker,Term,2002,Aggregator,Scotland,ACTIVE,,,Direct Debit,40k-60k,25,0,25,0.0
2026,POL001053,43,25,133167.72242999304,12030.277570006961,18649.6009341406,14602.159841278835,105257.69961558224,6688.539608998326,145198,4082.59,1.0,Male,Non-Smoker,Term,2004,Direct,Scotland,ACTIVE,,,Credit Card,<20k,23,1,23,0.0
2026,POL001055,84,22,327405.89197382133,47068.10802617867,51910.557921160434,15087.458367227524,294754.90429883345,12721.079412778607,374474,7760.93,1.0,Male,Non-Smoker,Whole Life,2008,Direct,North,ACTIVE,,,Credit Card,60k-100k,19,0,19,90942.53
2026,POL001057,61,35,148166.41018609452,10372.589813905477,11915.483594156593,12684.828874183995,125255.86808982366,8682.819441835745,158539,4623.44,1.0,Male,Non-Smoker,Whole Life,2012,Aggregator,Scotland,ACTIVE,,,Direct Debit,40k-60k,15,0,15,43220.24
2026,POL001073,92,38,702722.4301819121,15404.569818087853,351144.2949477868,36933.14486960145,329712.51712771907,337.04305489268154,718127,22038.6,1.0,Male,Smoker,Term,1990,IFA,Midlands,ACTIVE,,,Direct Debit,60k-100k,37,0,37,0.0
2026,POL001075,66,35,2206843.9869042486,203205.0130957514,412620.4707358415,215695.22796148923,1775953.8247720518,5779.476530617569,2410049,71267.68,1.0,Male,Smoker,Whole Life,1995,Direct,Scotland,ACTIVE,,,Direct Debit,100k+,32,0,32,718444.79
2026,POL001076,95,39,103079.0200936985,13070.979906301494,15569.59819119372,1563.213502879872,84064.32912113381,14952.859184792615,116150,3137.71,1.0,Male,Smoker,Endowment,1992,IFA,London,ACTIVE,,,Direct Debit,20k-40k,35,1,35,40734.67
2026,POL001077,72,38,440762.3640920456,45670.63590795442,97440.79824301203,13697.533875016741,360958.78701077955,14335.880871191679,486433,14684.6,1.0,Female,Non-Smoker,Term,1993,Aggregator,Wales,ACTIVE,,,Direct Debit,40k-60k,34,0,34,0.0
2026,POL001082,54,34,163559.9297705818,3617.0702294181974,17269.418509869294,32548.528754642004,114091.8779138106,3267.1748216781125,167177,6476.2,1.0,Female,Smoker,Term,1998,Aggregator,Midlands,ACTIVE,,,Direct Debit,40k-60k,29,0,29,0.0
2026,POL001085,37,28,416549.98314477695,46816.016855223046,48553.99571208986,16737.247273590692,294660.04529729893,103414.71171702049,463366,12387.12,1.0,Male,Non-Smoker,Term,2012,Direct,Midlands,ACTIVE,,,Direct Debit,40k-60k,15,0,15,0.0
2026,POL001086,89,36,400596.4450962259,43208.554903774115,55843.3046886553,1706.6309100203998,354525.52195649996,31729.542444824358,443805,16202.7,1.0,Male,Smoker,Term,1993,Direct,Wales,ACTIVE,,,Credit Card,40k-60k,34,0,34,0.0
2026,POL001092,92,38,91413.61072028254,1813.389279717463,37657.984757387654,19640.29739652807,34132.429623693795,1796.2882223904817,93227,2248.21,1.0,Female,Smoker,Endowment,1991,Direct,South,ACTIVE,,,Direct Debit,20k-40k,36,0,36,18332.02
2026,POL001096,63,39,459474.14180720516,54291.85819279484,96343.06212615571,116278.25750932911,270607.6230954952,30537.057269019948,513766,13763.93,1.0,Female,Non-Smoker,Term,1993,IFA,Wales,ACTIVE,,,Direct Debit,60k-100k,34,0,34,0.0
2026,POL001097,44,22,221909.50615236728,29159.493847632722,13139.555582989537,9765.208326017739,212516.63142474668,15647.604666246043,251069,6373.07,1.0,Male,Non-Smoker,Term,2012,IFA,London,ACTIVE,,,Direct Debit,40k-60k,15,0,15,0.0
2026,POL001100,80,30,100466.72757077335,18242.27242922665,18535.061159256788,13584.952706678447,86248.30720511092,340.67892895384284,118709,4183.34,1.0,Male,Non-Smoker,Term,2008,Direct,North,ACTIVE,,,Direct Debit,<20k,19,0,19,0.0
2026,POL001101,70,39,217973.1998022075,22658.8001977925,36709.72524049332,426.3417290150231,165188.32056494727,38307.6124655444,240632,4939.3,1.0,Female,Non-Smoker,Whole Life,2012,IFA,South,ACTIVE,,,Direct Debit,20k-40k,15,0,15,46747.74
2026,POL001111,69,35,100358.95762525404,12453.042374745957,43278.001345478704,6800.341615218894,54285.37076321294,8448.286276089471,112812,1810.08,1.0,Male,Smoker,Term,2016,Aggregator,South,ACTIVE,,,Credit Card,<20k,11,1,11,0.0
2026,POL001114,67,35,145173.6775025389,12530.322497461108,17145.33779302634,1080.0952256801802,138107.47341176646,1371.0935695270018,157704,2228.07,1.0,Male,Non-Smoker,Endowment,1995,Direct,Scotland,ACTIVE,,,Direct Debit,40k-60k,32,0,32,21071.98
2026,POL001115,85,24,548668.3379979641,29099.662002035882,49949.08924449168,11778.351574155526,485038.4170440817,31002.14213727112,577768,16693.42,1.0,Female,Non-Smoker,Term,2007,IFA,South,ACTIVE,,,Bank Transfer,60k-100k,20,0,20,0.0
2026,POL001118,73,37,380957.50228923844,88219.49771076156,137976.5938072812,37745.550477217126,279729.496125242,13725.359590259672,469177,7387.48,1.0,Male,Non-Smoker,Term,1998,IFA,South,ACTIVE,,,Bank Transfer,40k-60k,29,0,29,0.0
2026,POL001119,61,36,1423372.7920757232,169348.20792427682,130192.73290849781,49258.53939060531,1340280.3310282424,72989.39667265443,1592721,60371.13,1.0,Male,Non-Smoker,Term,2002,Aggregator,Midlands,ACTIVE,,,Direct Debit,100k+,25,0,25,0.0
2026,POL001120,71,37,165583.45086919304,5189.549130806961,5111.209700594885,17758.56071438179,137888.64049040116,10014.589094622148,170773,5050.03,1.0,Male,Non-Smoker,Term,2004,Aggregator,Wales,ACTIVE,,,Direct Debit,40k-60k,23,0,23,0.0
2026,POL001124,61,29,1940813.1248465441,132224.87515345588,397597.3892698491,15131.95893562089,1571370.2633894293,88938.38840510068,2073038,29273.59,1.0,Female,Non-Smoker,Whole Life,2001,IFA,Midlands,ACTIVE,,,Direct Debit,100k+,26,0,26,287557.43
2026,POL001127,57,37,246854.782178366,5520.217821633996,13477.877087727806,28501.147293988375,197253.69956012527,13142.276058158546,252375,4907.2,1.0,Male,Smoker,Endowment,2017,IFA,Wales,ACTIVE,,,Direct Debit,20k-40k,10,0,10,47057.46
2026,POL001129,82,36,190827.15307328777,19074.846926712227,29535.922054334464,13009.018872669536,146212.07621484055,21144.982858155447,209902,5017.75,1.0,Male,Non-Smoker,Endowment,1992,Aggregator,Midlands,ACTIVE,,,Direct Debit,20k-40k,35,0,35,66545.75
2026,POL001138,86,38,199293.84606685472,88702.15393314528,28619.745511757104,39384.14336838665,180331.91411743851,39660.19700241773,287996,6752.19,1.0,Male,Non-Smoker,Term,1996,Direct,South,ACTIVE,,,Direct Debit,20k-40k,31,0,31,0.0
2026,POL001143,74,34,739995.5360780827,6854.463921917253,107724.09847888093,29354.246310301918,593911.6856106656,15859.969600151526,746850,10521.06,1.0,Male,Non-Smoker,Term,2001,Aggregator,North,ACTIVE,,,Bank Transfer,60k-100k,26,0,26,0.0
2026,POL001145,36,15,453295.68121014436,25483.318789855635,68600.45955681351,33946.13865252881,357111.0109202307,19121.390870426956,478779,12198.86,1.0,Male,Non-Smoker,Term,2016,IFA,Wales,ACTIVE,,,Direct Debit,40k-60k,11,0,11,0.0
2026,POL001150,96,37,1566759.1876518128,233348.8123481872,988811.661176643,230420.23067705246,515529.6108413874,65346.49730491708,1800108,53232.86,1.0,Male,Non-Smoker,Term,1996,IFA,Wales,ACTIVE,,,Direct Debit,100k+,31,0,31,0.0
2026,POL001154,58,24,234357.0936850604,28718.90631493961,23948.085084231745,82046.99933245585,145849.1979477595,11231.717635552894,263076,9438.86,1.0,Male,Non-Smoker,Term,2006,Aggregator,Midlands,ACTIVE,,,Direct Debit,40k-60k,21,0,21,0.0
2026,POL001157,64,39,164909.46673270056,22940.53326729944,8277.048862000855,1860.9251366227004,152518.46757504568,25193.55842633074,187850,5899.19,1.0,Male,Non-Smoker,Endowment,1991,IFA,Wales,ACTIVE,,,Direct Debit,20k-40k,36,2,36,91042.13
2026,POL001171,50,38,77491.18978804068,3924.810211959324,5946.2984877716635,9066.758155559904,61751.042095876124,4651.901260792307,81416,1927.01,1.0,Female,Non-Smoker,Term,1998,Aggregator,South,ACTIVE,,,Direct Debit,20k-40k,29,0,29,0.0
2026,POL001177,43,33,99312.15122941612,10057.848770583878,7993.3504051431955,2755.319302550124,95489.81833308449,3131.511959222189,109370,3330.86,1.0,Female,Non-Smoker,Term,2008,IFA,South,ACTIVE,,,Bank Transfer,20k-40k,19,0,19,0.0
2026,POL001181,67,39,889470.5134230593,37999.48657694075,150086.4533206826,38694.14221244429,625773.4172525366,112915.9872143364,927470,22879.97,1.0,Male,Non-Smoker,Term,1992,IFA,South,ACTIVE,,,Direct Debit,60k-100k,35,0,35,0.0
2026,POL001184,79,28,208252.25127989822,26229.74872010178,15729.368633952672,8494.53904400631,161291.57894602555,48966.51337601547,234482,5263.99,1.0,Male,Non-Smoker,Endowment,2000,IFA,North,ACTIVE,,,Direct Debit,20k-40k,27,0,27,51991.68
2026,POL001187,80,33,375062.6947317735,28090.305268226482,27719.887161746403,48461.58089344224,266997.42644211196,59974.105502699385,403153,11343.07,1.0,Female,Non-Smoker,Term,2008,Direct,North,ACTIVE,,,Direct Debit,60k-100k,19,0,19,0.0
2026,POL001189,82,31,643535.0814890785,143492.91851092153,74709.88394958746,11676.550300168785,672642.3237490099,27999.242001233855,787028,20949.87,1.0,Male,Non-Smoker,Term,2001,IFA,North,ACTIVE,,,Bank Transfer,60k-100k,26,0,26,0.0
2026,POL001190,78,35,198699.75075728048,34487.249242719525,35716.02379623155,7139.573567299942,134301.32810559185,56030.07453087668,233187,4313.08,1.0,Male,Smoker,Term,1997,IFA,North,ACTIVE,,,Direct Debit,20k-40k,30,0,30,0.0
2026,POL001193,67,36,105973.65295417955,59167.347045820454,19299.978824886577,3643.5554812097466,111602.00781571853,30595.457878185145,165141,3173.99,1.0,Male,Smoker,Endowment,1997,IFA,Midlands,ACTIVE,,,Bank Transfer,20k-40k,30,0,30,30135.92
2026,POL001196,57,34,756871.8805984325,52731.1194015675,185511.8087562971,64597.29428863091,516421.28692750406,43072.61002756789,809603,20673.36,1.0,Female,Non-Smoker,Term,1999,IFA,Wales,ACTIVE,,,Direct Debit,60k-100k,28,0,28,0.0
2026,POL001197,43,26,220827.6935589736,15663.30644102639,13771.586238227272,66735.90930369371,144831.58489491165,11151.91956316738,236491,6240.15,1.0,Male,Smoker,Whole Life,2015,IFA,South,ACTIVE,,,Direct Debit,40k-60k,12,0,12,66271.65
2026,POL001199,85,39,1807780.4847002125,442611.5152997875,324388.93207510305,489011.4255253471,1432554.112956117,4437.529443433043,2250392,48317.02,1.0,Male,Smoker,Term,1990,IFA,South,ACTIVE,,,Bank Transfer,100k+,37,0,37,0.0
2026,POL001200,90,39,708432.7076905855,131009.29230941448,50797.90588139101,18412.143427041312,528821.7604568702,241410.19023469742,839442,13019.46,1.0,Male,Smoker,Whole Life,1992,IFA,South,ACTIVE,,,Credit Card,60k-100k,35,1,35,138692.52
2026,POL001208,84,28,192470.53743026833,26304.462569731666,16672.698214456523,33170.47588452064,144051.38120454605,24880.44469647677,218775,7145.87,1.0,Male,Non-Smoker,Whole Life,2001,Aggregator,South,ACTIVE,,,Direct Debit,20k-40k,26,0,26,61499.44
2026,POL001213,38,32,416797.55444532173,38557.44555467827,52061.77539546694,71346.35562228733,311787.66324432427,20159.205737921468,455355,10570.09,1.0,Female,Smoker,Endowment,2012,IFA,Scotland,ACTIVE,,,Direct Debit,60k-100k,15,0,15,124113.96
2026,POL001223,64,25,112159.42807518614,12122.571924813863,19861.040177258736,3972.618183577186,98098.52757926448,2349.814059899596,124282,3275.76,1.0,Female,Smoker,Whole Life,2003,IFA,Scotland,ACTIVE,,,Direct Debit,20k-40k,24,0,24,38785.69
2026,POL001224,90,34,323000.6463989526,104777.35360104742,174246.9002733137,4707.429776049081,225802.9302733194,23020.739677317848,427778,14716.95,1.0,Male,Non-Smoker,Term,1998,IFA,Scotland,ACTIVE,,,Bank Transfer,40k-60k,29,0,29,0.0
2026,POL001225,62,27,762899.4247388238,129398.57526117621,383990.66461714276,55952.74737141161,406463.6841007579,45890.903910687775,892298,13143.0,1.0,Male,Smoker,Whole Life,2002,Direct,North,ACTIVE,,,Direct Debit,100k+,25,0,25,165540.15
2026,POL001227,57,22,264833.75346875197,12249.246531248034,9316.66965753219,15532.873751905174,181278.63331019008,70954.82328037257,277083,7580.9,1.0,Male,Smoker,Endowment,2016,Direct,Scotland,ACTIVE,,,Direct Debit,20k-40k,11,0,11,77131.48
2026,POL001228,59,24,658982.6722994666,39776.32770053344,80111.96665641644,13099.350839680856,552655.7776276077,52891.90487629501,698759,11238.55,1.0,Female,Non-Smoker,Term,2007,Direct,Wales,ACTIVE,,,Direct Debit,60k-100k,20,0,20,0.0
2026,POL001236,94,37,361004.93438692816,40513.06561307184,51736.035981202265,30570.432223710217,292144.4816120242,27067.050183063315,401518,14100.6,1.0,Male,Non-Smoker,Whole Life,1992,IFA,Wales,ACTIVE,,,Direct Debit,40k-60k,35,0,35,109671.23
2026,POL001238,87,35,463881.02864161326,7692.9713583867415,61539.02714194088,140330.53530692434,259894.95304424985,9809.48450688488,471574,17040.5,1.0,Female,Non-Smoker,Term,1993,Aggregator,London,ACTIVE,,,Direct Debit,40k-60k,34,0,34,0.0
2026,POL001242,87,36,133857.30414343745,5014.695856562554,20044.733929512266,23887.913257732656,85392.07901865432,9547.273794100765,138872,4201.43,1.0,Female,Non-Smoker,Term,1999,IFA,South,ACTIVE,,,Direct Debit,<20k,28,1,28,0.0
2026,POL001243,85,31,279836.86971807596,19640.130281924037,45534.34497526148,26098.72815807463,212669.94338522007,15173.983481443807,299477,5992.87,1.0,Female,Smoker,Term,2007,Direct,South,ACTIVE,,,Direct Debit,40k-60k,20,0,20,0.0
2026,POL001247,63,35,252403.6535732818,29349.3464267182,52610.849302937815,40148.15572631326,166808.7714417848,22185.223528964125,281753,8569.99,1.0,Female,Non-Smoker,Endowment,2007,Direct,North,ACTIVE,,,Bank Transfer,20k-40k,20,0,20,84180.45
2026,POL001252,47,32,273267.7850204476,13917.214979552373,32644.225372704313,15071.54504375566,214315.18993002243,25154.039653517568,287185,8533.64,1.0,Male,Non-Smoker,Term,2012,IFA,South,ACTIVE,,,Bank Transfer,20k-40k,15,0,15,0.0
2026,POL001264,71,25,106712.86208632273,9825.137913677274,38795.84640853694,3280.9662904570523,66043.63315116706,8417.554149838936,116538,4641.75,1.0,Male,Non-Smoker,Term,2007,Direct,Midlands,ACTIVE,,,Credit Card,20k-40k,20,1,20,0.0
2026,POL001266,57,37,207645.70682479252,24567.29317520748,63752.545265061184,7008.462094411573,147229.4087641882,14222.58387633902,232213,5461.65,1.0,Male,Non-Smoker,Term,1996,Aggregator,South,ACTIVE,,,Direct Debit,20k-40k,31,0,31,0.0
2026,POL001268,70,28,2907993.728315278,29185.271684722044,576178.0187954399,421924.3593145462,1419018.2406112764,520058.38127873745,2937179,53544.21,1.0,Female,Smoker,Term,2009,Direct,Scotland,ACTIVE,,,Direct Debit,100k+,18,0,18,0.0
2026,POL001270,53,33,408735.588228222,76649.41177177802,92673.80279204957,70192.11601759034,253130.80644928152,69388.27474107855,485385,18982.79,1.0,Female,Smoker,Whole Life,2004,IFA,Wales,ACTIVE,,,Direct Debit,60k-100k,23,0,23,168243.98
2026,POL001271,90,35,214187.31222392022,42186.68777607978,25459.7123897791,9910.988246146562,211934.2025823011,9069.09678177323,256374,3981.73,1.0,Female,Smoker,Term,1997,Aggregator,Scotland,ACTIVE,,,Direct Debit,20k-40k,30,0,30,0.0
2026,POL001284,61,37,437146.0967745169,39051.90322548308,359.98780285400585,35817.308000731195,420722.54673739715,19298.157459017646,476198,18131.97,1.0,Female,Non-Smoker,Whole Life,2005,IFA,Wales,ACTIVE,,,Direct Debit,40k-60k,22,0,22,194732.77
2026,POL001287,52,21,325169.3969929445,66460.60300705553,25417.378088220743,171.1935295027059,320323.2904423661,45718.13793991046,391630,14900.07,1.0,Male,Smoker,Term,2008,IFA,Scotland,ACTIVE,,,Direct Debit,40k-60k,19,0,19,0.0
2026,POL001290,45,38,180161.41990450755,20170.58009549245,33878.860897332685,16542.41528831041,147450.59459464508,2460.1292197118164,200332,4250.62,1.0,Female,Non-Smoker,Term,2009,IFA,Midlands,ACTIVE,,,Direct Debit,20k-40k,18,0,18,0.0
2026,POL001292,60,36,2477348.77974273,400018.22025727015,164729.77041458018,28300.939731845643,2223030.211796823,461306.0780567513,2877367,47155.31,1.0,Female,Non-Smoker,Term,2000,IFA,Midlands,ACTIVE,,,Direct Debit,100k+,27,0,27,0.0
2026,POL001294,78,38,403587.69682185166,13317.303178148344,37394.96153070468,89185.70242718725,250694.1685640418,39630.16747806626,416905,9982.89,1.0,Female,Non-Smoker,Term,1997,IFA,North,ACTIVE,,,Direct Debit,60k-100k,30,0,30,0.0
2026,POL001298,93,39,114740.44976193507,6316.550238064927,9295.717576463076,17571.809102639938,93335.91281976308,853.5605011339067,121057,1720.8,1.0,Female,Non-Smoker,Whole Life,1991,IFA,Scotland,ACTIVE,,,Direct Debit,20k-40k,36,0,36,17942.39
2026,POL001300,81,38,1772609.454889092,102911.5451109081,303647.99886258994,241753.21419481304,1226831.7478332608,103288.03910933621,1875521,36980.36,1.0,Male,Non-Smoker,Term,1998,Direct,Wales,ACTIVE,,,Bank Transfer,100k+,29,0,29,0.0
2026,POL001303,59,32,185095.95800737612,28636.041992623883,3744.611507436078,29497.159682854315,176207.36181008624,4282.866999623366,213732,4322.63,1.0,Female,Smoker,Term,2002,Direct,North,ACTIVE,,,Bank Transfer,20k-40k,25,2,25,0.0
2026,POL001308,51,33,251020.96923284756,23204.030767152435,16013.204799883428,20088.654009274844,230154.55273920522,7968.588451636519,274225,5292.73,1.0,Male,Non-Smoker,Whole Life,2012,Aggregator,Midlands,ACTIVE,,,Credit Card,40k-60k,15,1,15,57096.59
2026,POL001313,84,37,756748.8030675557,23145.19693244435,46636.67761506357,16474.62175692206,651271.57825657,65511.122371444246,779894,14806.45,1.0,Female,Non-Smoker,Term,2004,Direct,London,ACTIVE,,,Direct Debit,60k-100k,23,0,23,0.0
2026,POL001314,62,34,50527.46653058582,14677.533469414178,21599.059033229103,915.3839772760942,38288.83370971987,4401.723279774938,65205,1630.13,1.0,Female,Non-Smoker,Endowment,2001,IFA,London,ACTIVE,,,Direct Debit,<20k,26,7,26,17491.1
2026,POL001317,61,38,1380817.770920683,113169.22907931707,206250.00392924063,119875.0766368983,923183.2197703549,244678.69966350612,1493987,37223.14,1.0,Female,Non-Smoker,Term,1990,IFA,London,ACTIVE,,,Direct Debit,100k+,37,0,37,0.0
